Certification Body	Certified Organization Name	TE ID	Retired TE ID	License Number	Native Name	Country/Area	SC Number	SC Version Number	Standard	SC Status	Last Updated Date
Bureau Veritas USA	Dongguan Ecotex Fashion Accessories Co., Ltd.	TE-00016295		TE-BVCN0616		China	BVC-TE-00016295-GRS-2505-50003599-V1.0	BVC-TE-00016295-GRS-2505-50003599-V1.0	GRS	Valid	2025-05-20
Bureau Veritas USA	Me & Joy Industrial Co., Ltd.	TE-00016299		TE-BVCN0024		China	BVC-TE-00016299-MULTI-2509-50005347-V1.0	BVC-TE-00016299-MULTI-2509-50005347-V1.0	RCS,GRS	Valid	2025-09-16
Bureau Veritas USA	Paco (China) E-Commerce Ltd.	TE-00016412		TE-BVCN0372		China	BVC-TE-00016412-RDS-2504-50003271-V1.0	BVC-TE-00016412-RDS-2504-50003271-V1.0	RDS	Valid	2025-04-23
Bureau Veritas USA	Shaoxing Keqiao Jingao Textile Co., Ltd.	TE-00016417		TE-BVCN6933		China	BVC-TE-00016417-OCS-2506-50003903-V1.0	BVC-TE-00016417-OCS-2506-50003903-V1.0	OCS	Valid	2025-06-06
Bureau Veritas USA	Zhejiang Xinci New Material Co.,Ltd	TE-00016444		TE-BVCN1081		China	BVC-TE-00016444-GRS-2507-50004677-V1.0	BVC-TE-00016444-GRS-2507-50004677-V1.0	GRS	Valid	2025-07-31
Bureau Veritas USA	GUANGZHOU LONGTA CHEMICAL FIBER CO., LTD	TE-00016517		TE-BVCN2128		China	BVC-TE-00016517-GRS-2501-50002018-V1.0	BVC-TE-00016517-GRS-2501-50002018-V1.0	GRS	Valid	2025-01-09
Bureau Veritas USA	Shantou Qiacheng Knitting Industrial Co., Ltd.	TE-00016531		TE-BVCN1360		China	BVC-TE-00016531-GRS-2508-50005080-V1.0	BVC-TE-00016531-GRS-2508-50005080-V1.0	GRS	Valid	2025-08-28
Bureau Veritas USA	WENLING XINSHENG PACKAGING CO LTD	TE-00016624		TE-BVCN4229		China	BVC-TE-00016624-GRS-2506-50004245-V1.0	BVC-TE-00016624-GRS-2506-50004245-V1.0	GRS	Valid	2025-06-29
Bureau Veritas USA	Dongguan Xinqi Shoe Material Co., Ltd	TE-00016653		TE-BVCN2888		China	BVC-TE-00016653-GRS-2501-50002220-V1.0	BVC-TE-00016653-GRS-2501-50002220-V1.0	GRS	Valid	2025-03-06
Bureau Veritas USA	Suzhou Hongxinmao Textile Co., Ltd	TE-00016713		TE-BVCN2974		China	BVC-TE-00016713-GRS-2502-50002304-V1.0	BVC-TE-00016713-GRS-2502-50002304-V2.0	GRS	Valid	2025-09-08
Bureau Veritas USA	Jiaxing Sky Fashion Co., Ltd.	TE-00016753		TE-BVCN0684		China	BVC-TE-00016753-GRS-2506-50004068-V1.0	BVC-TE-00016753-GRS-2506-50004068-V5.0	GRS	Valid	2025-08-21
Bureau Veritas USA	Zhangjiagang Free Trade Zone Ruiqin International Trading Co., Ltd.	TE-00016769		TE-BVCN1693		China	BVC-TE-00016769-GRS-2509-50005117-V1.0	BVC-TE-00016769-GRS-2509-50005117-V1.0	GRS	Valid	2025-09-01
Bureau Veritas USA	FOSHAN SHUNDE TIANZHIRUN KNITTING CO.,LTD	TE-00016828		TE-BVCN6246		China	BVC-TE-00016828-GRS-2502-50002435-V1.0	BVC-TE-00016828-GRS-2502-50002435-V1.0	GRS	Valid	2025-02-24
Bureau Veritas USA	FOSHAN SHUNDE TIANZHIRUN KNITTING CO.,LTD	TE-00016828		TE-BVCN6246		China	BVC-TE-00016828-OCS-2502-50002436-V1.0	BVC-TE-00016828-OCS-2502-50002436-V1.0	OCS	Valid	2025-02-24
Bureau Veritas USA	FOSHAN SHUNDE TIANZHIRUN KNITTING CO.,LTD	TE-00016828		TE-00016828		China	BVC-TE-00016828-RCS-2503-10000751-V1.0	BVC-TE-00059817-RCS-2411-10000627-V1.0	RCS	Valid	2025-03-07
Bureau Veritas USA	Wujiang Jiesheng Textile Co., Ltd.	TE-00016842		TE-BVCN5172		China	BVC-TE-00016842-GRS-2509-50005289-V1.0	BVC-TE-00016842-GRS-2509-50005289-V2.0	GRS	Valid	2025-09-29
Bureau Veritas USA	VIETNAM FORTRESS TOOLS JSC	TE-00016908		TE-BVVN0127		Vietnam	BVC-TE-00016908-MULTI-2509-50005622-V1.0	BVC-TE-00016908-MULTI-2509-50005622-V1.0	RCS,GRS	Valid	2025-09-15
Bureau Veritas USA	JIASHAN FLY OUTDOOR PRODUCTS CO., LTD	TE-00016937		TE-BVCN1410		China	BVC-TE-00016937-GRS-2508-50004881-V1.0	BVC-TE-00016937-GRS-2508-50004881-V1.0	GRS	Valid	2025-08-14
Bureau Veritas USA	Henan Hengfeng Top Leisure Co., Ltd.	TE-00016973		TE-BVCN0550		China	BVC-TE-00016973-GRS-2509-50005574-V1.0	BVC-TE-00016973-GRS-2509-50005574-V1.0	GRS	Valid	2025-09-29
Bureau Veritas USA	ZHEJIANG TONGLIN TEXTILE CO., LTD.	TE-00017026		TE-BVCN7387		China	BVC-TE-00017026-GRS-2509-50005554-V1.0	BVC-TE-00017026-GRS-2509-50005554-V5.0	GRS	Valid	2025-11-05
Bureau Veritas USA	QINGDAO YOUNG FASHION CO., LTD.	TE-00017050		TE-BVCN0154		China	BVC-TE-00017050-RCS-2502-50002333-V1.0	BVC-TE-00017050-RCS-2502-50002333-V1.0	RCS	Valid	2025-02-08
Bureau Veritas USA	CAMBO H.D.Y.L GARMENT CO., LTD.	TE-00017094		TE-BVKH0517		Cambodia	BVC-TE-00017094-GRS-2506-50004171-V1.0	BVC-TE-00017094-GRS-2506-50004171-V9.0	GRS	Valid	2025-11-05
Bureau Veritas USA	CAMBO H.D.Y.L GARMENT CO., LTD.	TE-00017094		TE-BVKH0517		Cambodia	BVC-TE-00017094-OCS-2506-50004175-V1.0	BVC-TE-00017094-OCS-2506-50004175-V4.0	OCS	Valid	2025-10-17
Bureau Veritas USA	CAMBO H.D.Y.L GARMENT CO., LTD.	TE-00017094		TE-BVKH0517		Cambodia	BVC-TE-00017094-RCS-2506-50004173-V1.0	BVC-TE-00017094-RCS-2506-50004173-V1.0	RCS	Valid	2025-06-24
Bureau Veritas USA	ZHEJIANG TEXTILES IMPORT AND EXPORT GROUP CO., LTD.	TE-00017267		TE-BVCN0146		China	BVC-TE-00017267-GRS-2501-50002152-V1.0	BVC-TE-00017267-GRS-2501-50002152-V4.0	GRS	Valid	2025-09-15
Bureau Veritas USA	Dongguan Meideng New Materials Co., Ltd.	TE-00017279		TE-BVCN0504		China	BVC-TE-00017279-RCS-2505-50003501-V1.0	BVC-TE-00017279-RCS-2505-50003501-V4.0	RCS	Valid	2025-10-17
Bureau Veritas USA	DONGPING PACO GARMENT LTD	TE-00017397		TE-BVCN0157		China	BVC-TE-00017397-GRS-2504-50003067-V1.0	BVC-TE-00017397-GRS-2504-50003067-V9.0	GRS	Valid	2025-10-11
Bureau Veritas USA	DONGPING PACO GARMENT LTD	TE-00017397		TE-00017397		China	BVC-TE-00017397-RCS-2510-10000913-V1.0	BVC-TE-00017397-RCS-2510-10000913-V1.0	RCS	Valid	2025-10-31
Bureau Veritas USA	DONGPING PACO GARMENT LTD	TE-00017397		TE-BVCN0157		China	BVC-TE-00017397-RDS-2503-50002567-V1.0	BVC-TE-00017397-RDS-2503-50002567-V1.0	RDS	Valid	2025-03-10
Bureau Veritas USA	Suzhou Xinjinyuan Textile Co., LTD.	TE-00017481		TE-BVCN3875		China	BVC-TE-00017481-GRS-2508-50004749-V1.0	BVC-TE-00017481-GRS-2508-50004749-V2.0	GRS	Valid	2025-09-05
Bureau Veritas USA	Fujian Jiahua Fabric Co., Ltd	TE-00017484		TE-BVCN1507		China	BVC-TE-00017484-GRS-2509-50005181-V1.0	BVC-TE-00017484-GRS-2509-50005181-V1.0	GRS	Valid	2025-09-04
Bureau Veritas USA	Fujian Jinjiang Huayu Weaving Co., Ltd.	TE-00017521		TE-BVCN3196		China	BVC-TE-00017521-GRS-2503-50002703-V1.0	BVC-TE-00017521-GRS-2503-50002703-V1.0	GRS	Valid	2025-03-21
Bureau Veritas USA	Fujian Jinjiang Huayu Weaving Co., Ltd.	TE-00017521		TE-00017521		China	BVC-TE-00017521-RCS-2507-10000851-V1.0	BVC-TE-00017521-RCS-2507-10000851-V1.0	RCS	Valid	2025-07-15
Bureau Veritas USA	GAOMI CITY QIFA TEXTILE TECHNOLOGY CO., LTD.	TE-00017543		TE-BVCN0147		China	BVC-TE-00017543-GRS-2502-50002321-V1.0	BVC-TE-00017543-GRS-2502-50002321-V1.0	GRS	Valid	2025-02-08
Bureau Veritas USA	SHENGZHOU JIALAN GARMENTS & APPAREL CO.,LTD.	TE-00017551		TE-BVCN4033		China	BVC-TE-00017551-MULTI-2506-50004199-V1.0	BVC-TE-00017551-MULTI-2506-50004199-V6.0	RWS,RCS,OCS,GRS	Valid	2025-11-04
Bureau Veritas USA	DONGGUAN FUYIN UNDERWEAR CO., LTD.	TE-00017567		TE-BVCN1443		China	BVC-TE-00017567-GRS-2508-50004992-V1.0	BVC-TE-00017567-GRS-2508-50004992-V1.0	GRS	Valid	2025-08-21
Bureau Veritas USA	Shaoxing Keqiao Rongyou Textile Co., Ltd.	TE-00017597		TE-BVCN2718		China	BVC-TE-00017597-GRS-2501-50001974-V1.0	BVC-TE-00017597-GRS-2501-50001974-V5.0	GRS	Valid	2025-10-22
Bureau Veritas USA	Shaoxing Keqiao Rongyou Textile Co., Ltd.	TE-00017597		TE-00017597		China	BVC-TE-00017597-RCS-2501-10000698-V1.0	BVC-TE-00017597-RCS-2501-10000698-V1.0	RCS	Valid	2025-01-08
Bureau Veritas USA	Putian Hanjiang District Sanxing Plastic Products Co., Ltd.	TE-00017621		TE-BVCN1667		China	BVC-TE-00017621-GRS-2508-50005109-V1.0	BVC-TE-00017621-GRS-2508-50005109-V1.0	GRS	Valid	2025-08-31
Bureau Veritas USA	NINGBO DINGHUA INDUSTRIAL LIMITED	TE-00017663		TE-BVCN1133		China	BVC-TE-00017663-GRS-2508-50004806-V1.0	BVC-TE-00017663-GRS-2508-50004806-V1.0	GRS	Valid	2025-08-12
Bureau Veritas USA	VISTA FURNISHING LIMITED	TE-00017674		TE-BVIN0453		India	BVC-TE-00017674-GRS-2509-50005309-V1.0	BVC-TE-00017674-GRS-2509-50005309-V1.0	GRS	Valid	2025-09-10
Bureau Veritas USA	Quanzhou Binhuangxin Trade Co., Ltd.	TE-00017716		TE-BVCN3986		China	BVC-TE-00017716-GRS-2505-50003732-V1.0	BVC-TE-00017716-GRS-2505-50003732-V3.0	GRS	Valid	2025-10-16
Bureau Veritas USA	JIANGSU OSMAN TEXTILE TECHNOLOGY CO., LTD	TE-00017736		TE-BVCN4189		China	BVC-TE-00017736-GRS-2508-50004744-V1.0	BVC-TE-00017736-GRS-2508-50004744-V1.0	GRS	Valid	2025-08-07
Bureau Veritas USA	Quanzhou Solano Trading Co., Ltd.	TE-00017760		TE-BVCN4484		China	BVC-TE-00017760-GRS-2510-50005939-V1.0	BVC-TE-00017760-GRS-2510-50005939-V3.0	GRS	Valid	2025-11-17
Bureau Veritas USA	Changshu Jiaqi Knitting Co., Ltd.	TE-00017792		TE-BVCN6423		China	BVC-TE-00017792-GRS-2503-50002755-V1.0	BVC-TE-00017792-GRS-2503-50002755-V3.0	GRS	Valid	2025-09-16
Bureau Veritas USA	Changshu Jiaqi Knitting Co., Ltd.	TE-00017792		TE-BVCN6423		China	BVC-TE-00017792-OCS-2503-50002757-V1.0	BVC-TE-00017792-OCS-2503-50002757-V4.0	OCS	Valid	2025-10-16
Bureau Veritas USA	Changshu Jiaqi Knitting Co., Ltd.	TE-00017792		TE-BVCN6423		China	BVC-TE-00017792-RCS-2503-10000776-V1.0	BVC-TE-00017792-RCS-2503-10000776-V4.0	RCS	Valid	2025-10-14
Bureau Veritas USA	QINGDAO YAMEI TEXTILE LTD	TE-00017823		TE-BVCN2773		China	BVC-TE-00017823-OCS-2504-50003213-V1.0	BVC-TE-00017823-OCS-2504-50003213-V6.0	OCS	Valid	2025-10-24
Bureau Veritas USA	Xiamen Sunchoose Imp. & Exp. Co., Ltd.	TE-00017903		TE-BVCN2283		China	BVC-TE-00017903-GRS-2501-50002154-V1.0	BVC-TE-00017903-GRS-2501-50002154-V1.0	GRS	Valid	2025-01-20
Bureau Veritas USA	YONGKANG YULIN DAILY NECESSITIES CO., LTD.	TE-00017941		TE-BVCN4187		China	BVC-TE-00017941-RCS-2506-50004227-V1.0	BVC-TE-00017941-RCS-2506-50004227-V1.0	RCS	Valid	2025-06-27
Bureau Veritas USA	Linhai Changyu Plastic Packaging Co., LTD	TE-00017958		TE-BVCN1680		China	BVC-TE-00017958-GRS-2510-50005700-V1.0	BVC-TE-00017958-GRS-2510-50005700-V1.0	GRS	Valid	2025-10-13
Bureau Veritas USA	Yangzhou Fuge Plastic Co., Ltd.	TE-00017985		TE-BVCN5322		China	BVC-TE-00017985-GRS-2509-50005135-V1.0	BVC-TE-00017985-GRS-2509-50005135-V1.0	GRS	Valid	2025-09-02
Bureau Veritas USA	Fujian Highjet Group Co., Ltd.	TE-00018036		TE-BVCN5414		China	BVC-TE-00018036-GRS-2508-50005140-V1.0	BVC-TE-00018036-GRS-2508-50005140-V1.0	GRS	Valid	2025-08-28
Bureau Veritas USA	Fujian Highjet Group Co., Ltd.	TE-00018036		TE-BVCN5414		China	BVC-TE-00018036-RCS-2508-50005142-V1.0	BVC-TE-00018036-RCS-2508-50005142-V1.0	RCS	Valid	2025-08-28
Bureau Veritas USA	Jinjiang Qiaoli Garment & Knitting Co., Ltd.	TE-00018050		TE-BVCN0384		China	BVC-TE-00018050-GRS-2505-50003562-V1.0	BVC-TE-00018050-GRS-2505-50003562-V3.0	GRS	Valid	2025-09-08
Bureau Veritas USA	Deqing Bohua Garment Accessories Co., Ltd	TE-00018073		TE-BVCN2172		China	BVC-TE-00018073-GRS-2412-50001613-V1.0	BVC-TE-00018073-GRS-2412-50001613-V1.0	GRS	Valid	2024-12-07
Bureau Veritas USA	Jiangxi Johnson Technology Co., Ltd.	TE-00018081		TE-BVCN5975		China	BVC-TE-00018081-GRS-2412-50001673-V1.0	BVC-TE-00018081-GRS-2412-50001673-V1.0	GRS	Valid	2025-03-20
Bureau Veritas USA	DONGGUAN CHENGFA TEXTILES CO., LTD.	TE-00018091		TE-BVCN2202		China	BVC-TE-00018091-GRS-2412-50001902-V1.0	BVC-TE-00018091-GRS-2412-50001902-V2.0	GRS	Valid	2025-10-11
Bureau Veritas USA	FUJIAN LIANJIANG FEILU FOOTWEAR CO., LTD.	TE-00018111		TE-BVCN5158		China	BVC-TE-00018111-GRS-2508-50005013-V1.0	BVC-TE-00018111-GRS-2508-50005013-V1.0	GRS	Valid	2025-08-24
Bureau Veritas USA	XINYI KAIXINFENG GARMENT CO., LTD.	TE-00303948		TE-BVCN2948		China	BVC-TE-00018120-GRS-2503-50002618-V1.0	BVC-TE-00018120-GRS-2503-50002618-V15.0	GRS	Valid	2025-10-11
Bureau Veritas USA	XINYI KAIXINFENG GARMENT CO., LTD.	TE-00303948		TE-BVCN2948		China	BVC-TE-00018120-OCS-2503-50002619-V1.0	BVC-TE-00018120-OCS-2503-50002619-V8.0	OCS	Valid	2025-10-13
Bureau Veritas USA	Haining Meiqisheng Textile Co., Ltd.	TE-00018208		TE-BVCN0871		China	BVC-TE-00018208-GRS-2507-50004418-V1.0	BVC-TE-00018208-GRS-2507-50004418-V3.0	GRS	Valid	2025-08-28
Bureau Veritas USA	Qingdao Daesamwon Jewelry High Tech Co., Ltd	TE-00018212		TE-BVCN1491		China	BVC-TE-00018212-RCS-2508-50004922-V1.0	BVC-TE-00018212-RCS-2508-50004922-V1.0	RCS	Valid	2025-08-17
Bureau Veritas USA	Zhangjiagang Jinge Textile Co., Ltd	TE-00018235		TE-BVCN6429		China	BVC-TE-00018235-GRS-2503-50002682-V1.0	BVC-TE-00018235-GRS-2503-50002682-V1.0	GRS	Valid	2025-03-19
Bureau Veritas USA	Ruian Jiubu Shoes Co., Ltd.	TE-00018263		TE-BVCN0747		China	BVC-TE-00018263-GRS-2506-50004186-V1.0	BVC-TE-00018263-GRS-2506-50004186-V1.0	GRS	Valid	2025-06-24
Bureau Veritas USA	Kunshan HuiYu HongTian Textile Technology Co., Ltd.	TE-00018309		TE-BVCN7782		China	BVC-TE-00018309-GRS-2510-50005847-V1.0	BVC-TE-00018309-GRS-2510-50005847-V4.0	GRS	Valid	2025-11-11
Bureau Veritas USA	Suzhou Chenxuan Textile Technology Co., Ltd.	TE-00018314		TE-BVCN6312		China	BVC-TE-00018314-OCS-2502-50002388-V1.0	BVC-TE-00018314-OCS-2502-50002388-V2.0	OCS	Valid	2025-05-20
Bureau Veritas USA	HANGZHOU VALORWAY TEXTILE CO., LTD.	TE-00018340		TE-BVCN6607		China	BVC-TE-00018340-GRS-2504-50003027-V1.0	BVC-TE-00018340-GRS-2504-50003027-V2.0	GRS	Valid	2025-04-21
Bureau Veritas USA	Wintex International Development Limited	TE-00018377		TE-00018377		Hong Kong	BVC-TE-00018377-RAF-2504-50003388-V1.0	BVC-TE-00018377-RAF-2504-50003388-V1.0	RWS	Valid	2025-04-30
Bureau Veritas USA	Dongguan Hongmei Knitting Garment	TE-00018446		TE-BVCN5810		China	BVC-TE-00018446-GRS-2412-50001558-V1.0	BVC-TE-00018446-GRS-2412-50001558-V26.0	GRS	Expired	2025-10-30
Bureau Veritas USA	Dongguan Hongmei Knitting Garment	TE-00018446		TE-BVCN5810		China	BVC-TE-00018446-OCS-2412-50001559-V1.0	BVC-TE-00018446-OCS-2412-50001559-V5.0	OCS	Expired	2025-10-17
Bureau Veritas USA	Shenzhen Future Charger Technology Co., Ltd	TE-00018615		TE-BVCN2758		China	BVC-TE-00018615-GRS-2501-50002224-V1.0	BVC-TE-00018615-GRS-2501-50002224-V4.0	GRS	Valid	2025-10-17
Bureau Veritas USA	Shenzhen SaiHui Electronics Co., Ltd	TE-00018642		TE-BVCN5911		China	BVC-TE-00018642-GRS-2412-50001653-V1.0	BVC-TE-00018642-GRS-2412-50001653-V1.0	GRS	Valid	2024-12-09
Bureau Veritas USA	Suzhou Hequn Textile., Ltd.	TE-00018643		TE-BVCN1293		China	BVC-TE-00018643-GRS-2509-50005282-V1.0	BVC-TE-00018643-GRS-2509-50005282-V1.0	GRS	Valid	2025-09-11
Bureau Veritas USA	Fuyang Chuangyi Shoes Co., Ltd.	TE-00018660		TE-BVCN5505		China	BVC-TE-00018660-GRS-2511-50006128-V1.0	BVC-TE-00018660-GRS-2511-50006128-V1.0	GRS	Valid	2025-11-10
Bureau Veritas USA	SHAOXING LIANGZ TEXTILES CO., LTD.	TE-00018690		TE-BVCN7430		China	BVC-TE-00018690-MULTI-2508-50004934-V1.0	BVC-TE-00018690-MULTI-2508-50004934-V3.0	RCS,OCS,GRS	Valid	2025-09-02
Bureau Veritas USA	SHANGHAI HIMMERS INDUSTRIAL AND TRADING CO., LTD	TE-00018747		TE-BVCN6789		China	BVC-TE-00018747-GRS-2505-50003528-V1.0	BVC-TE-00018747-GRS-2505-50003528-V2.0	GRS	Valid	2025-10-23
Bureau Veritas USA	SHANGHAI HIMMERS INDUSTRIAL AND TRADING CO., LTD	TE-00018747		TE-00018747		China	BVC-TE-00018747-RCS-2505-10000816-V1.0	BVC-TE-00018747-RCS-2505-10000816-V1.0	RCS	Valid	2025-05-15
Bureau Veritas USA	Langshi Garments & Weaving Co., Ltd. Jinjiang	TE-00018772		TE-BVCN4075		China	BVC-TE-00018772-GRS-2507-50004637-V1.0	BVC-TE-00018772-GRS-2507-50004637-V1.0	GRS	Valid	2025-07-28
Bureau Veritas USA	YIWU HOUCHANG INDUSTRIAL CO., LTD.	TE-00018795		TE-BVCN6392		China	BVC-TE-00018795-GRS-2503-50002675-V1.0	BVC-TE-00018795-GRS-2503-50002675-V5.0	GRS	Valid	2025-08-25
Bureau Veritas USA	DONGGUAN PINGQIAN NEW MATERIAL CO., LTD.	TE-00018875		TE-BVCN3940		China	BVC-TE-00018875-GRS-2505-50003696-V1.0	BVC-TE-00018875-GRS-2505-50003696-V2.0	GRS	Valid	2025-09-01
Bureau Veritas USA	SHIJIAZHUANG HENGHUA POLYURETHANE TECHNOLOGY CO., LTD.	TE-00018901		TE-BVCN0992		China	BVC-TE-00018901-RCS-2507-50004535-V1.0	BVC-TE-00018901-RCS-2507-50004535-V1.0	RCS	Valid	2025-07-20
Bureau Veritas USA	AVERY DENNISON RBIS (CAMBODIA) CO., LTD	TE-00018970		TE-BVKH0012		Cambodia	BVC-TE-00018970-GRS-2507-50004299-V1.0	BVC-TE-00018970-GRS-2507-50004299-V1.0	GRS	Valid	2025-07-26
Bureau Veritas USA	Fujian Xinlong Technology Co., Ltd.	TE-00019082		TE-BVCN7055		China	BVC-TE-00019082-GRS-2507-50004448-V1.0	BVC-TE-00019082-GRS-2507-50004448-V1.0	GRS	Valid	2025-07-13
Bureau Veritas USA	Dongguan Green Key New Material Co., Ltd.	TE-00019084		TE-00019084		China	BVC-TE-00019084-GRS-2501-50002213-V1.0	BVC-TE-00019084-GRS-2501-50002213-V1.0	GRS	Valid	2025-01-23
Bureau Veritas USA	Dongguan Green Key New Material Co., Ltd.	TE-00019084		TE-BVCN0896		China	BVC-TE-00019084-RCS-2502-10000727-V1.0	BVC-TE-00019084-RCS-2502-10000727-V8.0	RCS	Valid	2025-11-21
Bureau Veritas USA	Zhejiang Jiayou Biotech Co., Ltd.	TE-00019160		TE-BVCN4140		China	BVC-TE-00019160-GRS-2508-50004856-V1.0	BVC-TE-00019160-GRS-2508-50004856-V1.0	GRS	Valid	2025-08-13
Bureau Veritas USA	Guangdong Jinhui Knife and Scissors Incorporated Company Ltd.	TE-00019182		TE-BVCN0861		China	BVC-TE-00019182-MULTI-2507-50004620-V1.0	BVC-TE-00019182-MULTI-2507-50004620-V2.0	RCS,GRS	Valid	2025-09-18
Bureau Veritas USA	Hangzhou Kangji Shoes Co., Ltd.	TE-00019194		TE-BVCN0420		China	BVC-TE-00019194-GRS-2505-50003775-V1.0	BVC-TE-00019194-GRS-2505-50003775-V1.0	GRS	Valid	2025-05-28
Bureau Veritas USA	DSML Qualitee Apparel Limited	TE-00019245		TE-BVHK0061		Hong Kong	BVC-TE-00019245-GRS-2504-50003081-V1.0	BVC-TE-00019245-GRS-2504-50003081-V1.0	GRS	Valid	2025-04-11
Bureau Veritas USA	DSML Qualitee Apparel Limited	TE-00019245		TE-BVHK0061		Hong Kong	BVC-TE-00019245-RCS-2504-50003084-V1.0	BVC-TE-00019245-RCS-2504-50003084-V3.0	RCS	Valid	2025-10-30
Bureau Veritas USA	Quanzhou Yechao Renewable Resources Co., Ltd.	TE-00019263		TE-BVCN1520		China	BVC-TE-00019263-GRS-2509-50005341-V1.0	BVC-TE-00019263-GRS-2509-50005341-V1.0	GRS	Valid	2025-09-15
Bureau Veritas USA	Ashford Mills (Zhangzhou) Co., Ltd.	TE-00019300		TE-BVCN3733		China	BVC-TE-00019300-GRS-2507-50004361-V1.0	BVC-TE-00019300-GRS-2507-50004361-V1.0	GRS	Valid	2025-07-04
Bureau Veritas USA	QINGDAO HYC APPAREL CO., LTD.	TE-00019309		TE-BVCN1393		China	BVC-TE-00019309-GRS-2509-50005220-V1.0	BVC-TE-00019309-GRS-2509-50005220-V9.0	GRS	Valid	2025-11-11
Bureau Veritas USA	QINGDAO HYC APPAREL CO., LTD.	TE-00019309		TE-BVCN1393		China	BVC-TE-00019309-OCS-2509-50005222-V1.0	BVC-TE-00019309-OCS-2509-50005222-V1.0	OCS	Valid	2025-09-07
Bureau Veritas USA	Qingdao HYC Apparel.Co.,Ltd.	TE-00019309		TE-BVCN1393		China	BVC-TE-00019309-RAF-2505-50003663-V1.0	BVC-TE-00019309-RAF-2505-50003663-V2.0	RWS	Valid	2025-08-08
Bureau Veritas USA	QINGDAO HYC APPAREL CO., LTD.	TE-00019309		TE-BVCN1393		China	BVC-TE-00019309-RCS-2509-50005221-V1.0	BVC-TE-00019309-RCS-2509-50005221-V18.0	RCS	Valid	2025-11-27
Bureau Veritas USA	Qingdao HYC Apparel.Co.,Ltd.	TE-00019309		TE-BVCN1393		China	BVC-TE-00019309-RDS-2506-50003937-V1.0	BVC-TE-00019309-RDS-2506-50003937-V1.0	RDS	Valid	2025-06-09
Bureau Veritas USA	Changshu Shuangnuo Textile Co., Ltd.	TE-00019359		TE-BVCN5260		China	BVC-TE-00019359-GRS-2508-50004959-V1.0	BVC-TE-00019359-GRS-2508-50004959-V1.0	GRS	Valid	2025-08-20
Bureau Veritas USA	Qingdao Yanasi Garments Co., Ltd.	TE-00019458		TE-BVCN2927		China	BVC-TE-00019458-GRS-2504-50003283-V1.0	BVC-TE-00019458-GRS-2504-50003283-V7.0	GRS	Valid	2025-11-11
Bureau Veritas USA	INTEX LINK GARMENTS (BD) LTD	TE-00019460		TE-BVBD0060		Bangladesh	BVC-TE-00019460-GRS-2506-50003837-V1.0	BVC-TE-00019460-GRS-2506-50003837-V1.0	GRS	Valid	2025-06-25
Bureau Veritas USA	Quanzhou Supex Cell New Materials Technology Co., Ltd.	TE-00019504		TE-BVCN1216		China	BVC-TE-00019504-GRS-2511-50006208-V1.0	BVC-TE-00019504-GRS-2511-50006208-V1.0	GRS	Valid	2025-11-17
Bureau Veritas USA	SUN GARMENT TEXTILE VIET NAM CO., LTD	TE-00019533		TE-BVVN0210		Vietnam	BVC-TE-00019533-GRS-2505-50003630-V1.0	BVC-TE-00019533-GRS-2505-50003630-V2.0	GRS	Valid	2025-08-20
Bureau Veritas USA	SUN GARMENT TEXTILE VIET NAM CO., LTD	TE-00019533		TE-BVVN0210		Vietnam	BVC-TE-00019533-OCS-2503-50002628-V1.0	BVC-TE-00019533-OCS-2503-50002628-V1.0	OCS	Valid	2025-03-14
Bureau Veritas USA	SUN GARMENT TEXTILE VIET NAM CO., LTD	TE-00019533		TE-BVVN0210		Vietnam	BVC-TE-00019533-RCS-2505-50003631-V1.0	BVC-TE-00019533-RCS-2505-50003631-V1.0	RCS	Valid	2025-05-20
Bureau Veritas USA	Zhejiang Navigate Industry & Trading Co., Ltd.	TE-00019571		TE-BVCN4087		China	BVC-TE-00019571-GRS-2506-50004069-V1.0	BVC-TE-00019571-GRS-2506-50004069-V1.0	GRS	Valid	2025-06-17
Bureau Veritas USA	Zhejiang Navigate Industry & Trading Co., Ltd.	TE-00019571		TE-BVCN4087		China	BVC-TE-00019571-RCS-2506-50004070-V1.0	BVC-TE-00019571-RCS-2506-50004070-V2.0	RCS	Valid	2025-09-09
Bureau Veritas USA	Taixing Fengheng Garment Washing Ltd.	TE-00019591		TE-BVCN1606		China	BVC-TE-00019591-OCS-2504-50003263-V1.0	BVC-TE-00019591-OCS-2504-50003263-V2.0	OCS	Valid	2025-11-25
Bureau Veritas USA	Taixing Fengheng Garment Washing Ltd.	TE-00019591		TE-BVCN1606		China	BVC-TE-00019591-RCS-2504-50003262-V1.0	BVC-TE-00019591-RCS-2504-50003262-V1.0	RCS	Valid	2025-04-22
Bureau Veritas USA	Rudong Mingjia Handicraft Ware Knitting Co., Ltd	TE-00019617		TE-BVCN3474		China	BVC-TE-00019617-GRS-2505-50003521-V1.0	BVC-TE-00019617-GRS-2505-50003521-V1.0	GRS	Valid	2025-05-12
Bureau Veritas USA	Shaoxing Keqiao Burun Trade Co., Ltd.	TE-00019758		TE-BVCN1349		China	BVC-TE-00019758-GRS-2508-50004938-V1.0	BVC-TE-00019758-GRS-2508-50004938-V4.0	GRS	Valid	2025-10-15
